,x,y,xt,yt
0,0.0,0.0,-0.27413703762584873,-0.19348206983473837
1,19.310344827586206,0.0,-0.1894183753044274,-0.1756614461168926
2,38.62068965517241,0.0,-0.18186463989488288,-0.09991929658169951
3,57.93103448275862,0.0,-0.208859644339924,-0.052471374852333774
4,77.24137931034483,0.0,-0.24414964338023992,-0.1426126080981005
5,96.55172413793103,0.0,-0.387960080714862,-0.3353381631758693
6,115.86206896551724,0.0,-0.5592806817293479,-0.5645883053163865
7,135.17241379310343,0.0,-0.5845447121695315,-0.7787820947186046
8,154.48275862068965,0.0,-0.5611660934213489,-0.9147476253380122
9,173.79310344827587,0.0,-0.5927189203181058,-0.9801248580690508
10,193.10344827586206,0.0,-0.6610595608688357,-1.0473713479973847
11,212.41379310344826,0.0,-0.7088926797397335,-1.1389872429973051
12,231.72413793103448,0.0,-0.7139612060656191,-1.240823058457118
13,251.0344827586207,0.0,-0.691975407314473,-1.3428196971118869
14,270.34482758620686,0.0,-0.6447733454230331,-1.4386945928093944
15,289.6551724137931,0.0,-0.5733181126787628,-1.5100867458313019
16,308.9655172413793,0.0,-0.4860190507318123,-1.5284956003631756
17,328.2758620689655,0.0,-0.37946145476387727,-1.4783289746237749
18,347.58620689655174,0.0,-0.2485111795183883,-1.3581420160917688
19,366.8965517241379,0.0,-0.1053373688183541,-1.1183537827570689
20,386.2068965517241,0.0,0.026254754261319846,-0.7015401965686436
21,405.51724137931035,0.0,0.163166898191335,-0.48068770399115834
22,424.8275862068965,0.0,0.3642741741473259,-1.202993072833749
23,444.13793103448273,0.0,0.5696247184975807,-2.203837418430524
24,463.44827586206895,0.0,0.6638620056079425,-2.2750063288681304
25,482.7586206896552,0.0,0.6591120868377107,-1.8532411193710772
26,502.0689655172414,0.0,0.661240354341242,-1.584365652668339
27,521.3793103448276,0.0,0.818487745949195,-1.5093809114407435
28,540.6896551724137,0.0,1.0366884083703596,-1.4905458198820156
29,560.0,0.0,1.08212291534781,-1.3790924207969653
30,0.0,15.172413793103448,-0.2903680460029534,-0.2654907593250826
31,19.310344827586206,15.172413793103448,-0.21932256128357608,-0.26792933064736424
32,38.62068965517241,15.172413793103448,-0.24266883228315805,-0.19352631637646578
33,57.93103448275862,15.172413793103448,-0.28762074158933615,-0.13608246486200948
34,77.24137931034483,15.172413793103448,-0.2938164292650072,-0.22520809222590543
35,96.55172413793103,15.172413793103448,-0.42468160699289115,-0.38600099356933315
36,115.86206896551724,15.172413793103448,-0.6121209512329528,-0.5784628839621488
37,135.17241379310343,15.172413793103448,-0.6299503384439902,-0.8050339162182807
38,154.48275862068965,15.172413793103448,-0.5868445077235975,-0.957003274417489
39,173.79310344827587,15.172413793103448,-0.6114057754717237,-1.0232500016847004
40,193.10344827586206,15.172413793103448,-0.7022145133056057,-1.1178071154480715
41,212.41379310344826,15.172413793103448,-0.7571412535622386,-1.2552152729935828
42,231.72413793103448,15.172413793103448,-0.7448625213911697,-1.40268348492481
43,251.0344827586207,15.172413793103448,-0.7139858202597651,-1.552324891619313
44,270.34482758620686,15.172413793103448,-0.6540946566790922,-1.7081871155340114
45,289.6551724137931,15.172413793103448,-0.5608864206031825,-1.8536524872084623
