,x,y,xt,yt
0,315.0409240722656,301.392333984375,331.45697021484375,294.35662841796875
1,364.75555419921875,269.4301452636719,370.7182922363281,259.4011535644531
2,338.43182373046875,261.908935546875,349.3347473144531,245.65582275390625
3,309.8946228027344,267.525146484375,322.27825927734375,256.79742431640625
4,361.2470703125,234.11753845214844,365.03466796875,218.92236328125
5,331.19183349609375,229.3482666015625,335.23382568359375,209.4871368408203
6,301.14361572265625,236.56155395507812,304.8388977050781,223.79335021972656
7,270.9691467285156,247.14190673828125,273.589111328125,245.2919921875
8,240.6708984375,256.66656494140625,242.64486694335938,264.83164978027344
9,178.57354736328125,259.78662109375,176.4566650390625,271.1503448486328
10,355.5114440917969,203.67076110839844,355.171875,188.3995819091797
11,200.94851684570312,230.59706115722656,193.1776123046875,243.08663940429688
12,174.6243438720703,227.41818237304688,168.3902130126953,236.38729858398438
13,229.731689453125,225.17208862304688,221.67013549804688,232.49432373046875
14,387.3240661621094,182.66668701171875,388.3245544433594,176.73855590820312
15,353.0580749511719,178.16831970214844,351.11236572265625,167.10324096679688
16,316.1990051269531,171.78683471679688,307.36614990234375,154.2711944580078
17,250.37049865722656,184.99676513671875,234.05615234375,180.91082763671875
18,221.374267578125,192.78021240234375,205.43788146972656,197.12002563476562
19,222.2626495361328,160.08985900878906,207.14549255371094,159.7941436767578
20,283.0608825683594,149.3948516845703,270.6820068359375,138.84619140625
21,387.15911865234375,154.26736450195312,387.82305908203125,149.3923797607422
22,354.33502197265625,152.4503631591797,352.9938049316406,145.2142791748047
23,507.36126708984375,423.2234191894531,508.55621337890625,423.8937683105469
24,471.7767028808594,420.3985290527344,473.22662353515625,421.1175231933594
25,436.4255065917969,418.20770263671875,438.0541687011719,418.7764587402344
26,19.050668716430664,414.96710205078125,18.272504806518555,415.7569580078125
27,504.1187438964844,387.3304443359375,505.6943054199219,387.7740783691406
28,433.3964538574219,381.2035217285156,435.4394226074219,381.3839111328125
29,20.712369918823242,381.4347229003906,19.503889083862305,382.5103454589844
30,116.14129638671875,377.4419860839844,115.27567291259766,379.54119873046875
31,148.03390502929688,376.5544738769531,147.66665649414062,379.0779724121094
32,179.16123962402344,376.3946533203125,179.6612548828125,379.3381652832031
33,465.3060302734375,349.4268493652344,467.3376159667969,349.5511169433594
34,430.3405456542969,347.1774597167969,432.90362548828125,346.8169250488281
35,397.15850830078125,343.9037170410156,400.37060546875,343.22357177734375
36,86.61030578613281,345.9056701660156,85.32540130615234,347.7314147949219
37,366.2086181640625,341.88482666015625,370.5050354003906,340.5928955078125
38,336.474609375,340.3670349121094,342.0362854003906,338.3691101074219
39,118.29513549804688,344.78204345703125,117.25199890136719,347.22723388671875
40,149.7752685546875,344.6513671875,149.27647399902344,347.8172912597656
41,307.7221374511719,339.3675231933594,315.8281555175781,337.59112548828125
42,181.09848022460938,344.58538818359375,182.12237548828125,348.3056335449219
43,212.4198760986328,343.8834533691406,215.84613037109375,347.87396240234375
44,498.8186340332031,317.69305419921875,500.57098388671875,317.62298583984375
45,463.2496032714844,315.0285949707031,465.48760986328125,314.5506286621094
46,429.262451171875,312.6309509277344,432.1216125488281,311.49407958984375
47,88.10912322998047,313.8912658691406,86.55191802978516,315.6660461425781
48,396.0945739746094,309.32366943359375,399.74920654296875,306.9109802246094
49,119.66100311279297,312.86126708984375,118.28099060058594,315.5054626464844
50,340.07000732421875,300.8426208496094,351.0196533203125,292.3427429199219
51,182.1637725830078,314.83624267578125,183.67538452148438,320.33447265625
52,150.4844207763672,313.1119384765625,149.88607788085938,316.8639221191406
53,285.3197326660156,307.6935119628906,302.12115478515625,307.2974853515625
54,252.43467712402344,314.6799621582031,266.5835723876953,321.1871337890625
55,217.0177764892578,317.3938903808594,224.26121520996094,325.8280334472656
56,365.2321472167969,301.6922302246094,370.7673034667969,296.5281677246094
57,496.13470458984375,283.678466796875,498.2592468261719,282.9426574707031
58,461.8297119140625,281.27642822265625,464.1877746582031,280.2059326171875
59,57.93048858642578,283.4410095214844,56.082763671875,284.7393798828125
60,89.11514282226562,282.90191650390625,87.08561706542969,284.81793212890625
61,427.6555480957031,278.6654357910156,430.52056884765625,276.5746154785156
62,394.43212890625,276.38043212890625,398.0710754394531,272.1285705566406
63,280.7857360839844,277.7510986328125,292.8871154785156,276.19134521484375
