,x,y,xt,yt
0,340.8850402832031,281.2281188964844,354.7404479980469,285.1636657714844
1,308.9757385253906,283.3250732421875,320.98016357421875,289.50799560546875
2,244.01206970214844,285.89569091796875,248.35386657714844,294.4919128417969
3,180.18557739257812,285.7590026855469,178.46255493164062,294.13818359375
4,368.1898193359375,247.69696044921875,379.4268493652344,246.66009521484375
5,340.6147766113281,248.75979614257812,354.71917724609375,248.8002166748047
6,308.3480529785156,250.50570678710938,320.1185302734375,252.32826232910156
7,275.0962219238281,251.65614318847656,282.5037536621094,254.930908203125
8,241.71580505371094,252.2509765625,244.41258239746094,256.65216064453125
9,177.58546447753906,254.30364990234375,173.1197967529297,261.00975036621094
10,338.2005920410156,214.27713012695312,351.2574768066406,209.63815307617188
11,367.3109436035156,214.17520141601562,379.2243347167969,209.6910858154297
12,238.8895721435547,217.5303192138672,239.30349731445312,216.7253875732422
13,175.59732055664062,221.17263793945312,169.0165252685547,224.16783142089844
14,270.4117431640625,181.97024536132812,274.2635192871094,174.3003387451172
15,363.5884094238281,182.66961669921875,372.5302734375,176.2425079345703
16,335.4036865234375,180.6809539794922,346.1211853027344,171.97488403320312
17,236.72769165039062,183.0921173095703,235.43807983398438,177.05810546875
18,361.5002136230469,153.76666259765625,367.495361328125,147.97430419921875
19,473.7182922363281,423.1343078613281,476.7386474609375,427.18829345703125
20,438.26177978515625,421.60400390625,441.66839599609375,426.46380615234375
21,112.84182739257812,413.2317199707031,109.94999694824219,418.2170104980469
22,146.56198120117188,378.0369873046875,143.7322998046875,383.52044677734375
23,177.45068359375,378.08062744140625,175.40682983398438,384.16497802734375
24,503.90130615234375,354.378662109375,508.0892333984375,357.3857116699219
25,467.9870300292969,352.40301513671875,472.56439208984375,356.12884521484375
26,432.9641418457031,351.1402282714844,438.13116455078125,355.6179504394531
27,399.3826599121094,348.86138916015625,404.92950439453125,353.9827575683594
28,367.2840576171875,348.09490966796875,372.8419189453125,354.0645446777344
29,335.6956481933594,347.5326843261719,340.9102783203125,353.8972473144531
30,117.03014373779297,345.5649719238281,113.58849334716797,350.1429748535156
31,304.1778564453125,346.59246826171875,308.7679748535156,353.43707275390625
32,179.13851928710938,345.3582458496094,177.29891967773438,351.20587158203125
33,148.294677734375,345.4200134277344,145.36334228515625,350.68182373046875
34,209.45724487304688,345.1167297363281,209.1898956298828,351.7443542480469
35,502.0824890136719,319.89239501953125,506.9154357910156,322.5178527832031
36,466.4400329589844,317.9476318359375,471.8680725097656,321.01739501953125
37,432.563720703125,316.795654296875,438.8667907714844,320.53973388671875
38,86.93867492675781,314.47100830078125,82.88599395751953,318.11077880859375
39,399.03387451171875,315.0637512207031,405.8422546386719,319.2344665527344
40,118.54265594482422,313.2776794433594,114.83358001708984,317.52899169921875
41,336.7323303222656,313.27716064453125,344.7254333496094,318.287109375
42,180.58212280273438,313.9923095703125,179.48826599121094,320.0070495605469
43,149.4010009765625,313.0202941894531,146.63870239257812,317.9189453125
44,308.6463928222656,315.01007080078125,318.9675598144531,322.8752136230469
45,212.6496124267578,316.36083984375,214.6535186767578,325.149658203125
46,366.76702880859375,310.3328857421875,374.1130065917969,314.6825866699219
47,276.316162109375,316.62493896484375,284.1318054199219,326.627685546875
48,243.26287841796875,317.3205261230469,247.73483276367188,328.0049133300781
49,499.54180908203125,285.7273864746094,504.7455749511719,287.7235107421875
50,465.6622314453125,284.0769348144531,471.7510681152344,286.4392395019531
51,431.669921875,282.6651916503906,438.6417541503906,285.1952819824219
52,398.233642578125,282.6936340332031,405.9840087890625,285.5023193359375
